Age,Experience_years,Daily_work_hours,Sleep_hours,Caffeine_intake,Bugs_per_day,Commits_per_day,Meetings_per_day,Screen_time,Exercise_hours,Stress_level,Burnout_level,Age_Group
37,16,8.25,5.91,2,4,15,0,11.11,1.7,0,Low,36-40
21,5,5.36,6.61,7,2,17,2,10.36,1.07,11,Low,20-25
23,10,8.16,5.46,7,1,18,3,12.4,1.19,15,Low,20-25
20,16,5.49,5.61,7,13,6,3,8.08,0.24,18,Low,20-25
23,8,10.57,4.08,5,7,7,1,13.48,1.2,58,Medium,20-25
37,17,11.85,7.65,6,19,20,7,13.83,0.08,86,High,36-40
24,16,9.5,7.55,1,11,18,5,13.52,1.85,54,Medium,20-25
38,11,10.8,7.27,0,16,0,8,15.18,1.73,60,Medium,36-40
34,4,13.38,8.39,2,15,25,5,18.24,0.39,86,High,31-35
27,10,10.38,8.51,1,5,12,2,13.64,1.19,32,Low,26-30
39,3,7.64,6.78,7,5,0,1,11.32,1.02,22,Low,36-40
36,3,8.49,7.42,7,17,10,8,11.27,1.61,71,High,36-40
20,2,12.61,4.05,4,1,1,2,16.05,1.51,57,Medium,20-25
31,16,5.31,8.23,0,7,20,5,7.7,1.99,17,Low,31-35
38,6,7.26,8.08,4,13,2,9,11.21,0.7,75,High,36-40
34,3,9.77,4.1,7,1,12,1,10.86,0.25,52,Medium,31-35
28,12,10.76,6.71,1,16,6,6,11.87,1.15,72,High,26-30
26,11,11.63,8.53,3,9,1,0,15.49,1.02,52,Medium,26-30
21,0,7.18,4.91,7,17,1,8,11.9,0.57,82,High,20-25
28,18,5.46,5.76,3,5,2,0,8.99,0.47,53,Low,26-30
29,19,13.55,5.66,5,16,12,8,17.46,1.6,93,High,26-30
21,17,4.76,5.78,3,17,11,0,9.06,1.51,36,Medium,20-25
38,10,4.96,4.21,4,13,0,0,7.41,0.41,31,Low,36-40
30,19,8.95,6.46,0,9,17,7,10.38,1.74,55,Medium,26-30
32,2,12.19,5.47,4,3,4,0,16.92,0.27,51,Medium,31-35
29,16,11.75,8.33,4,17,14,7,16.5,0.22,93,High,26-30
33,11,13.38,5.76,7,10,26,2,16.15,0.7,82,High,31-35
37,9,5.42,6.24,7,15,9,3,7.29,1.77,38,Medium,36-40
38,7,7.76,5.9,3,3,5,1,12.33,1.39,12,Low,36-40
41,14,6.82,4.6,4,18,17,5,10.65,0.79,81,High,41-45
28,4,12.61,8.95,1,5,14,6,13.64,0.31,51,Medium,26-30
44,3,8.88,8.13,2,7,13,9,10.31,1.43,63,Medium,41-45
26,19,4.27,6.7,2,17,23,2,9.2,1.2,6,Low,26-30
22,18,11.08,6.38,2,18,15,8,12.23,1.98,85,High,20-25
39,3,7.89,7.25,5,17,3,2,10.02,1.53,61,Medium,36-40
25,14,9.31,5.63,7,15,18,6,12.5,0.2,85,High,20-25
40,16,12.94,4.25,6,6,20,3,14.68,1.46,75,High,36-40
21,11,6.57,6.02,6,16,29,4,8.5,0.51,67,Medium,20-25
25,2,6.4,8.92,3,2,7,8,8.81,1.92,28,Low,20-25
22,9,6.63,4.91,6,14,24,2,8.71,0.04,65,Medium,20-25
35,14,7.38,6.64,3,3,0,2,12.02,0.48,38,Medium,31-35
27,9,5.07,4.04,2,15,19,8,8.07,1.0,57,Medium,26-30
21,17,10.97,4.61,7,13,21,8,13.08,0.16,100,High,20-25
36,0,6.07,6.94,0,16,21,3,8.32,0.69,29,Low,36-40
28,2,13.26,5.49,5,8,12,0,14.42,0.99,74,High,26-30
31,11,6.16,8.53,2,6,8,5,7.36,0.89,12,Low,31-35
22,0,6.56,6.03,7,13,0,8,10.43,0.92,90,High,20-25
30,2,6.97,5.04,4,11,14,5,8.42,1.76,53,Medium,26-30
20,2,11.69,6.46,7,16,28,4,14.59,1.01,91,High,20-25
42,4,8.28,7.97,6,8,14,9,12.65,1.88,38,Medium,41-45
32,10,12.19,4.1,2,11,13,2,14.66,0.3,83,High,31-35
32,0,11.85,6.53,6,11,4,2,14.23,0.56,73,High,31-35
24,3,13.29,7.87,2,7,25,1,17.78,1.31,56,Medium,20-25
40,3,11.57,4.52,6,9,16,6,16.03,0.57,75,High,36-40
36,16,4.52,8.51,0,9,5,8,9.04,0.69,26,Low,36-40
44,13,12.37,5.32,3,4,8,5,15.66,1.8,62,Medium,41-45
42,17,13.38,4.85,7,19,19,9,18.19,1.08,100,High,41-45
43,0,13.94,6.95,6,0,25,0,18.22,0.67,53,Medium,41-45
44,15,5.25,4.88,3,8,25,5,7.91,1.55,37,Medium,41-45
25,2,10.13,7.4,4,14,24,7,13.65,0.14,72,High,20-25
40,8,5.99,6.45,2,1,18,7,7.48,1.13,23,Low,36-40
41,3,6.63,4.55,1,3,26,9,9.84,0.2,41,Medium,41-45
30,4,11.46,6.46,4,3,22,2,13.51,0.35,68,Medium,26-30
37,10,13.78,7.37,6,2,20,0,15.91,0.12,58,Medium,36-40
23,8,9.95,6.73,3,15,25,4,11.45,1.8,79,High,20-25
22,2,12.51,5.87,0,7,16,5,14.94,0.1,57,Medium,20-25
32,5,8.99,4.67,6,6,6,9,7.02,1.03,46,Medium,31-35
42,10,4.37,7.54,3,11,7,8,7.77,1.02,36,Medium,41-45
28,8,9.97,8.07,3,11,14,1,12.19,0.77,48,Medium,26-30
40,14,7.89,4.63,6,3,5,0,12.06,0.99,36,Medium,36-40
25,2,12.9,6.47,0,14,0,6,15.98,0.9,68,Medium,20-25
31,0,7.02,6.42,2,5,8,1,10.57,1.5,23,Low,31-35
21,19,8.32,5.75,2,2,6,1,10.43,1.82,23,Low,20-25
22,18,8.99,7.95,6,6,29,2,13.54,0.6,44,Medium,20-25
22,13,6.73,4.5,6,5,21,3,10.23,0.05,57,Medium,20-25
31,16,13.08,5.03,6,0,19,6,17.53,1.79,75,High,31-35
34,13,8.65,4.01,3,7,18,5,10.29,1.96,53,Medium,31-35
28,16,8.24,5.86,6,0,3,5,10.76,0.87,43,Medium,26-30
42,13,12.5,5.46,4,15,0,6,13.95,0.91,100,High,41-45
27,11,7.12,8.33,1,2,8,2,8.98,0.29,10,Low,26-30
30,15,12.17,7.73,6,1,1,2,14.75,0.95,47,Medium,26-30
35,0,5.22,4.42,4,5,15,1,9.8,0.61,32,Low,31-35
44,12,5.83,7.7,5,7,1,4,9.06,1.99,19,Low,41-45
41,5,13.51,7.38,4,6,2,6,15.83,0.37,74,High,41-45
23,16,12.42,5.41,3,6,13,2,16.41,0.76,47,Medium,20-25
20,11,7.88,4.08,3,18,12,6,8.96,1.23,89,High,20-25
43,18,10.38,4.58,1,17,16,7,12.86,0.69,99,High,41-45
26,5,13.43,5.25,1,2,9,2,16.83,0.95,41,Medium,26-30
21,6,6.12,8.08,1,10,2,0,9.45,1.95,22,Low,20-25
43,0,4.59,6.33,3,10,3,2,8.02,1.02,34,Low,41-45
24,0,9.37,8.59,3,2,24,5,11.22,1.82,31,Low,20-25
26,4,5.43,7.95,4,0,4,0,7.78,0.09,6,Low,26-30
23,5,5.87,5.44,3,9,10,8,10.6,0.24,60,Medium,20-25
24,15,12.92,8.23,5,1,5,2,17.82,1.89,27,Low,20-25
43,15,4.07,4.58,2,16,28,2,6.32,0.26,65,Medium,41-45
20,13,12.17,4.18,2,8,0,6,15.75,1.47,53,Medium,20-25
20,0,9.17,7.04,1,17,18,6,11.14,0.89,52,Medium,20-25
32,12,9.59,5.71,3,19,29,5,12.06,0.81,90,High,31-35
39,19,10.72,5.65,5,8,6,6,14.89,1.32,77,High,36-40
38,9,8.31,7.44,7,10,22,4,11.31,1.46,67,Medium,36-40
29,9,5.16,8.25,2,16,9,7,9.56,1.86,41,Medium,26-30
37,8,5.03,5.61,4,13,28,9,8.54,0.51,51,Medium,36-40
22,12,11.54,5.63,7,17,11,1,15.06,1.4,79,High,20-25
30,2,6.21,6.67,0,17,11,4,7.35,0.68,55,Medium,26-30
34,17,4.28,7.27,6,11,28,8,8.28,1.44,36,Medium,31-35
30,19,13.8,5.01,4,17,0,3,18.71,0.28,53,High,26-30
36,1,13.8,8.56,0,7,8,7,16.69,0.92,65,Medium,36-40
36,16,7.78,7.27,5,7,16,2,9.41,0.37,53,Low,36-40
25,18,4.26,7.13,4,7,22,5,9.17,0.67,24,Low,20-25
24,12,11.27,8.52,2,9,11,7,13.43,1.43,71,High,20-25
27,12,12.31,8.54,3,14,27,8,14.95,0.47,88,High,26-30
21,0,5.25,4.68,0,7,1,6,6.56,1.37,28,Low,20-25
35,1,5.35,4.73,3,13,8,5,6.79,1.02,44,Medium,31-35
39,0,12.22,7.81,5,12,11,5,14.09,0.18,85,High,36-40
43,4,13.22,8.78,6,7,14,5,16.41,0.77,57,Medium,41-45
31,2,11.91,7.33,6,16,24,9,15.14,1.74,83,High,31-35
25,6,6.01,6.06,3,18,24,8,9.43,1.98,65,Medium,20-25
20,12,8.12,6.46,2,5,3,2,12.02,0.74,18,Low,20-25
23,17,10.01,5.14,5,16,21,3,12.99,0.11,92,High,20-25
36,6,5.6,8.99,7,3,28,2,9.81,0.26,6,Low,36-40
32,0,6.11,6.16,6,6,11,8,10.85,1.58,44,Medium,31-35
37,4,6.83,8.66,1,16,17,4,8.91,1.31,30,Low,36-40
24,16,9.1,6.15,1,9,2,9,10.62,0.57,95,High,20-25
43,7,9.11,8.64,0,5,21,7,11.81,0.78,27,Low,41-45
43,14,12.14,5.68,2,9,0,7,13.25,1.62,92,High,41-45
22,19,11.53,7.8,3,17,22,8,16.06,0.83,87,High,20-25
30,3,13.14,8.76,4,6,17,9,15.1,1.51,68,Medium,26-30
32,1,12.33,7.23,7,13,23,6,15.53,1.02,66,Medium,31-35
23,4,6.54,7.39,4,13,20,2,8.0,1.45,52,Medium,20-25
33,0,7.31,4.51,5,9,22,4,10.52,0.93,58,Medium,31-35
41,4,9.0,6.37,0,8,7,2,10.16,1.02,23,Low,41-45
30,5,4.14,8.43,0,9,18,1,8.22,1.2,0,Low,26-30
29,1,13.04,5.2,0,1,21,2,17.86,1.02,31,Low,26-30
38,0,4.44,7.94,2,2,27,9,6.67,0.93,13,Low,36-40
37,3,7.22,7.38,4,15,24,8,9.25,0.53,64,Medium,36-40
25,6,9.69,5.11,5,9,3,8,12.48,1.97,86,High,20-25
34,0,9.18,5.41,7,10,25,7,12.66,1.81,95,High,31-35
40,0,10.54,6.14,2,9,22,6,12.3,1.05,68,Medium,36-40
29,7,9.28,4.63,5,11,15,0,13.49,0.07,43,Medium,26-30
24,19,6.29,8.57,2,13,16,8,8.08,0.34,72,High,20-25
24,15,6.01,7.7,7,8,27,9,7.03,1.71,29,Low,20-25
29,12,13.07,5.82,7,12,22,1,16.17,1.86,82,High,26-30
24,17,6.64,5.5,3,5,8,5,8.1,0.32,41,Medium,20-25
22,19,6.81,7.45,2,10,25,9,10.6,1.47,60,Medium,20-25
42,9,8.13,6.12,2,0,7,5,9.8,1.25,18,Low,41-45
25,11,5.39,5.15,7,14,19,5,9.66,0.61,70,High,20-25
23,0,9.07,6.15,3,6,18,7,11.95,0.87,69,Medium,20-25
37,9,10.65,8.36,1,10,6,7,13.92,1.35,60,Medium,36-40
28,8,11.86,4.34,3,16,28,9,13.61,0.2,100,High,26-30
36,2,11.11,6.46,0,4,11,1,12.7,0.38,51,Medium,36-40
32,10,5.48,8.81,6,8,0,6,9.01,0.07,51,Medium,31-35
34,8,8.56,4.07,1,15,23,1,10.58,1.8,47,Medium,31-35
39,9,4.39,8.45,6,10,29,0,6.93,1.15,8,Low,36-40
36,18,4.18,5.87,7,16,27,7,7.1,1.05,52,Medium,36-40
32,15,8.4,4.95,4,5,16,8,10.32,1.41,34,Low,31-35
35,17,6.53,4.07,4,14,22,6,10.71,1.98,75,High,31-35
41,13,10.83,4.35,6,2,5,3,15.59,0.34,59,Medium,41-45
23,2,11.24,4.86,5,8,25,6,13.97,0.27,76,High,20-25
24,1,12.95,4.13,2,11,23,3,17.62,0.59,75,High,20-25
24,0,11.61,5.68,1,18,21,6,12.02,1.81,86,High,20-25
28,17,4.48,4.22,4,17,4,3,6.14,0.82,45,Medium,26-30
36,8,7.72,7.46,3,15,24,8,9.41,1.59,69,Medium,36-40
32,12,6.73,8.09,3,7,19,4,9.64,0.41,27,Low,31-35
21,1,7.86,8.44,0,18,6,6,10.96,0.99,43,Medium,20-25
32,6,5.6,6.75,6,4,21,7,7.96,0.25,46,Medium,31-35
41,15,4.98,8.73,0,11,25,4,7.23,0.83,11,Low,41-45
40,18,9.21,4.03,7,5,21,0,11.94,0.52,50,Medium,36-40
42,14,11.2,4.67,1,11,26,3,14.96,1.1,74,High,41-45
38,10,11.02,5.47,4,14,11,2,12.36,1.56,73,High,36-40
22,0,8.51,7.95,6,9,4,6,12.35,1.88,50,Medium,20-25
29,6,9.22,8.43,5,16,1,5,13.92,0.57,62,Medium,26-30
21,19,9.16,7.09,2,6,3,5,13.21,1.49,42,Medium,20-25
32,7,10.92,5.92,3,6,16,1,12.69,1.77,36,Medium,31-35
38,9,4.48,7.33,7,10,24,5,5.83,0.25,46,Medium,36-40
36,4,11.1,4.9,1,1,24,7,14.06,1.17,51,Medium,36-40
40,8,9.82,6.29,6,1,7,4,14.65,1.22,53,Medium,36-40
33,0,8.99,6.54,1,13,19,8,10.26,0.54,42,Medium,31-35
31,1,4.49,4.52,5,17,4,1,7.74,0.05,56,Medium,31-35
40,18,5.09,4.17,6,15,16,6,6.66,0.51,60,Medium,36-40
31,13,9.25,7.75,1,10,19,5,13.11,1.17,35,Medium,31-35
30,19,11.58,6.67,0,8,3,5,15.83,0.39,55,Medium,26-30
26,9,7.35,5.66,5,6,20,3,12.09,0.57,50,Medium,26-30
23,8,7.79,6.19,3,3,17,9,11.24,1.42,51,Medium,20-25
38,9,13.34,8.79,6,15,17,8,16.4,0.8,71,High,36-40
20,5,6.13,5.92,7,13,27,5,9.61,0.13,54,Medium,20-25
43,16,8.99,4.52,0,10,17,7,9.81,0.8,58,Medium,41-45
22,5,7.43,6.32,0,7,15,7,10.94,2.0,49,Medium,20-25
32,3,11.46,7.24,5,10,10,3,13.49,0.52,52,Medium,31-35
34,19,10.26,4.06,7,19,7,4,13.8,0.53,100,High,31-35
21,2,8.16,5.66,5,16,28,1,12.68,0.34,53,Medium,20-25
30,18,13.65,5.97,1,9,11,3,16.92,0.54,80,High,26-30
23,17,11.35,6.32,7,9,17,5,14.36,1.15,62,Medium,20-25
38,3,4.62,5.51,4,11,21,1,8.55,1.93,31,Low,36-40
36,7,11.45,7.33,4,0,17,1,15.09,1.22,33,Low,36-40
22,16,4.24,8.72,4,1,28,9,5.47,0.82,24,Low,20-25
37,4,10.5,8.57,6,17,7,6,14.4,0.78,58,Medium,36-40
27,12,6.1,7.32,6,6,15,9,8.73,0.05,60,Medium,26-30
41,0,10.96,6.53,1,15,29,4,15.72,0.01,88,High,41-45
44,12,7.1,8.13,2,12,16,2,11.98,1.59,53,Low,41-45
43,3,12.73,8.18,6,3,1,2,15.52,0.98,69,Medium,41-45
38,13,7.37,8.15,3,9,29,5,12.25,0.07,54,Medium,36-40
24,2,10.2,4.79,1,8,14,2,12.44,0.57,71,High,20-25
26,4,6.86,4.13,1,17,21,9,10.59,0.71,74,High,26-30
40,6,13.17,8.92,7,8,14,4,14.47,1.57,67,Medium,36-40
27,0,11.81,8.8,0,9,24,1,13.39,0.87,33,Low,26-30
24,11,6.43,6.82,7,7,21,2,10.89,1.02,16,Low,20-25
36,10,13.49,8.97,4,10,23,3,18.07,1.27,54,Medium,36-40
24,7,7.57,7.85,5,12,27,0,10.7,0.07,42,Medium,20-25
23,5,10.52,6.59,1,12,6,3,12.88,1.94,38,Medium,20-25
41,1,11.43,5.95,2,15,0,3,14.23,0.36,75,High,41-45
38,18,4.23,6.96,6,12,1,2,8.71,0.55,10,Low,36-40
40,19,13.59,6.58,3,11,3,9,15.43,1.62,85,High,36-40
21,19,7.44,8.97,2,14,15,8,9.62,0.38,58,Medium,20-25
30,13,5.9,6.45,1,15,11,2,10.04,1.02,30,Low,26-30
41,0,12.51,8.18,1,7,16,1,17.25,1.73,37,Medium,41-45
32,9,11.03,6.46,0,5,23,6,12.4,1.27,44,Medium,31-35
34,15,4.87,4.36,2,7,3,8,12.02,0.6,42,Medium,31-35
31,3,5.17,4.44,0,1,15,5,8.75,1.29,21,Low,31-35
41,10,11.15,7.3,5,17,6,4,13.07,1.63,57,Medium,41-45
40,15,4.75,5.3,2,10,22,5,8.77,0.81,10,Low,36-40
41,19,13.17,7.29,4,16,7,2,17.08,1.14,66,Medium,41-45
30,0,11.42,4.72,4,9,24,8,12.99,1.98,78,High,26-30
26,15,7.35,5.99,4,1,8,7,10.36,1.93,52,Medium,26-30
24,10,7.63,4.51,2,18,13,8,11.66,1.02,84,High,20-25
36,8,9.06,5.41,0,19,22,7,10.83,0.19,64,Medium,36-40
43,8,7.61,4.44,4,19,8,0,10.46,1.4,61,Medium,41-45
39,8,11.83,8.85,1,19,14,7,13.31,0.54,76,High,36-40
28,16,13.75,5.98,6,1,20,7,15.98,1.34,68,Medium,26-30
33,11,9.85,8.51,3,5,25,4,11.72,0.7,53,Low,31-35
31,12,8.46,8.86,7,16,3,5,11.48,1.44,57,Medium,31-35
25,7,6.23,8.55,0,11,2,1,7.79,0.73,0,Low,20-25
36,15,10.53,6.27,5,4,21,0,13.06,1.88,34,Low,36-40
38,17,10.86,7.89,6,1,9,7,12.96,0.27,59,Medium,36-40
38,0,10.85,4.77,5,8,26,6,14.83,0.14,70,High,36-40
35,0,4.27,4.47,2,1,24,3,8.07,1.56,5,Low,31-35
31,11,12.99,8.38,5,19,3,6,14.37,0.8,81,High,31-35
31,5,7.38,4.16,7,13,29,1,12.19,0.93,54,Medium,31-35
39,8,11.44,8.86,3,14,17,1,15.42,1.87,50,Medium,36-40
25,4,11.6,7.36,3,1,10,6,15.06,1.18,46,Medium,20-25
42,15,10.51,6.1,1,17,18,2,13.42,1.32,70,High,41-45
23,17,7.95,4.71,5,11,18,5,9.66,0.04,77,High,20-25
25,16,10.08,7.62,0,6,17,6,14.93,1.34,37,Medium,20-25
30,17,4.4,6.82,3,15,12,6,5.43,0.78,42,Medium,26-30
20,0,11.62,7.56,0,18,24,9,15.39,0.92,75,High,20-25
43,18,5.0,6.09,1,2,3,3,8.03,1.62,2,Low,41-45
42,7,7.97,4.33,2,14,2,2,12.58,1.05,55,Medium,41-45
34,2,5.04,5.57,3,14,15,0,7.56,1.97,34,Low,31-35
30,4,12.37,5.58,4,6,13,6,15.44,1.59,74,High,26-30
44,7,9.5,4.04,7,7,9,8,13.47,1.46,79,High,41-45
38,18,10.91,4.05,4,6,5,0,12.1,1.18,37,Medium,36-40
37,17,10.83,5.65,3,2,7,4,12.05,0.82,51,Medium,36-40
36,17,12.42,7.64,5,18,26,3,12.02,0.11,77,High,36-40
38,0,5.33,7.12,7,18,23,9,6.92,0.04,90,High,36-40
40,14,10.6,5.2,7,17,15,1,11.63,0.09,100,High,36-40
33,17,9.75,7.01,0,6,9,6,13.24,1.92,56,Medium,31-35
37,6,4.31,7.24,6,18,21,6,8.49,0.65,46,Medium,36-40
38,15,6.01,6.61,3,4,20,7,10.84,1.4,38,Medium,36-40
34,15,6.68,6.61,0,12,26,2,12.02,1.19,6,Low,31-35
34,14,4.73,5.85,5,1,6,5,6.85,1.14,32,Low,31-35
23,5,7.55,4.62,4,17,18,3,12.01,1.16,64,Medium,20-25
26,8,4.27,5.93,7,3,27,2,8.65,0.6,2,Low,26-30
32,6,9.53,5.73,4,3,25,3,13.03,1.77,44,Medium,31-35
22,13,6.12,6.96,0,7,17,0,8.21,1.84,53,Low,20-25
35,10,6.87,6.46,5,10,12,6,11.5,1.29,39,Medium,31-35
28,15,13.1,5.88,4,0,7,6,14.81,1.73,64,Medium,26-30
27,5,9.03,7.55,4,8,14,6,10.2,0.12,60,Medium,26-30
39,15,6.69,8.06,1,5,27,1,10.88,0.2,17,Low,36-40
32,19,9.98,6.46,4,3,13,0,13.23,1.12,15,Low,31-35
36,15,6.02,8.51,7,5,8,8,8.01,1.69,38,Medium,36-40
36,11,4.74,4.35,2,12,11,5,8.42,0.63,23,Low,36-40
36,16,4.21,8.51,0,8,5,4,8.28,1.1,14,Low,36-40
20,4,13.52,4.82,4,13,19,4,17.9,0.02,97,High,20-25
27,12,11.25,5.69,0,11,21,7,13.38,1.97,63,Medium,26-30
38,7,12.0,7.03,6,3,27,0,13.1,1.53,40,Medium,36-40
25,4,13.81,8.53,6,7,22,5,16.85,0.72,56,Medium,20-25
22,11,13.32,5.28,5,16,11,2,17.74,1.97,99,High,20-25
24,8,11.37,7.82,6,9,23,1,13.2,0.18,50,Medium,20-25
32,2,10.94,7.55,6,2,18,4,13.62,0.93,49,Medium,31-35
34,2,7.37,4.8,4,3,11,3,9.4,0.12,42,Medium,31-35
33,0,5.04,6.4,1,7,21,8,6.09,0.67,17,Low,31-35
42,17,9.74,6.41,7,15,29,0,14.33,0.44,73,Medium,41-45
35,11,8.99,5.52,5,10,25,2,11.3,0.63,54,Medium,31-35
37,8,8.99,7.9,6,1,21,2,17.59,1.89,46,Medium,36-40
41,8,8.43,8.63,2,7,25,3,10.82,0.85,23,Low,41-45
41,17,10.91,7.58,0,6,6,6,13.02,0.65,37,Medium,41-45
30,17,9.75,8.86,7,0,14,4,14.51,1.28,26,Low,26-30
22,6,5.77,4.25,7,1,15,9,9.4,1.37,45,Medium,20-25
41,3,9.92,4.19,7,12,14,5,12.02,1.97,74,High,41-45
29,12,9.4,8.47,2,10,3,2,13.44,1.09,31,Low,26-30
29,16,8.99,8.49,6,2,5,4,11.3,1.51,29,Low,26-30
40,1,9.13,4.54,1,1,15,1,12.38,0.76,26,Low,36-40
35,13,5.64,5.79,6,15,14,3,7.72,0.34,39,Medium,31-35
31,2,8.63,8.18,7,0,1,2,12.97,0.86,24,Low,31-35
21,4,10.06,4.64,3,6,23,2,13.46,0.84,50,Medium,20-25
28,13,8.89,5.34,3,2,2,3,10.86,0.84,29,Low,26-30
32,2,8.89,7.4,0,15,14,7,13.49,1.39,67,Medium,31-35
22,6,4.78,8.91,5,5,24,7,8.1,0.81,24,Low,20-25
43,17,5.91,7.99,1,13,7,0,8.89,1.91,18,Low,41-45
44,12,7.21,7.89,6,10,11,4,8.35,1.97,29,Low,41-45
34,9,8.19,5.71,0,18,21,1,12.83,1.05,44,Medium,31-35
22,12,9.94,7.31,5,0,25,9,14.75,1.12,48,Medium,20-25
38,10,12.63,4.57,0,12,1,5,15.88,0.82,66,Medium,36-40
37,8,5.59,8.96,0,19,14,2,8.36,0.71,13,Low,36-40
27,1,4.15,6.4,2,8,7,9,6.59,1.97,45,Medium,26-30
36,4,8.49,7.19,4,10,26,9,10.56,0.08,61,Medium,36-40
27,16,8.32,8.38,1,0,21,8,11.62,0.82,27,Low,26-30
26,3,9.52,4.0,2,12,10,8,11.03,0.3,53,High,26-30
26,16,12.33,8.88,5,9,16,7,17.01,1.45,53,High,26-30
22,8,12.02,5.8,4,0,21,1,13.72,0.39,33,Low,20-25
20,19,5.0,5.7,0,9,28,1,8.98,1.77,10,Low,20-25
32,1,13.34,4.73,3,19,20,1,15.57,0.75,85,High,31-35
44,17,5.1,8.29,6,16,21,4,7.0,1.83,44,Medium,41-45
24,10,10.35,8.35,2,4,28,9,13.58,1.97,53,Medium,20-25
20,10,10.72,4.1,7,5,0,8,14.78,1.54,64,Medium,20-25
34,7,10.8,4.28,1,16,19,6,14.71,1.25,90,High,31-35
24,0,6.65,8.59,1,9,22,6,8.59,0.3,36,Medium,20-25
32,16,7.3,4.61,4,10,28,2,9.62,1.87,33,Low,31-35
27,11,9.49,7.1,2,12,14,2,13.97,1.55,49,Medium,26-30
27,3,6.0,7.1,0,9,20,9,9.89,0.58,44,Medium,26-30
24,12,4.2,8.35,7,13,21,2,8.05,0.94,22,Low,20-25
28,8,9.62,6.86,4,12,1,0,11.7,0.14,70,High,26-30
20,6,8.65,6.17,5,3,23,7,12.82,1.32,52,Medium,20-25
23,4,10.57,8.87,1,19,9,1,13.0,0.25,48,Medium,20-25
22,4,5.47,5.14,7,16,19,6,8.08,1.3,67,Medium,20-25
21,16,12.41,5.31,5,17,5,8,14.56,1.34,100,High,20-25
27,8,5.46,4.42,7,10,2,1,12.02,0.65,32,Low,26-30
42,5,12.91,8.88,2,9,24,0,15.59,1.9,39,Medium,41-45
28,18,8.5,7.53,3,17,12,4,9.57,1.56,60,Medium,26-30
21,15,9.5,4.06,7,18,23,9,12.32,0.99,94,High,20-25
33,1,8.99,7.52,7,8,29,4,16.87,1.84,53,Medium,31-35
33,9,7.0,6.02,5,4,14,0,11.84,1.71,6,Low,31-35
23,15,5.82,6.46,6,0,5,8,7.13,1.38,9,Low,20-25
25,4,8.46,5.39,0,4,8,2,10.59,0.31,38,Medium,20-25
30,14,6.44,7.55,6,2,9,1,9.42,0.99,20,Low,26-30
22,12,9.28,7.14,1,0,8,6,10.96,1.73,19,Medium,20-25
27,12,6.75,4.06,6,18,17,4,8.22,1.22,69,Medium,26-30
22,12,12.64,8.43,2,5,8,5,15.45,1.09,33,Low,20-25
33,14,10.07,4.7,7,9,23,3,13.39,1.91,56,Medium,31-35
32,10,4.0,7.32,3,4,17,8,8.28,0.03,21,Low,31-35
32,7,12.05,7.88,1,11,8,8,17.04,0.02,79,Medium,31-35
21,10,8.99,7.15,3,11,4,0,11.4,1.79,38,Medium,20-25
32,17,7.2,4.49,1,16,12,9,9.09,0.08,67,Medium,31-35
38,3,7.83,8.88,4,1,11,6,11.82,0.67,19,Low,36-40
25,9,10.3,6.46,6,13,8,7,13.45,1.85,83,High,20-25
35,0,8.42,7.14,4,11,18,4,11.22,1.38,34,Low,31-35
21,4,10.29,7.99,4,12,19,6,15.03,1.3,53,Medium,20-25
27,12,5.47,8.7,2,4,0,7,9.28,1.31,27,Low,26-30
36,0,13.7,7.02,7,4,10,7,17.43,0.64,92,High,36-40
42,7,11.3,5.3,4,16,4,8,12.35,1.06,84,High,41-45
32,2,6.5,8.18,2,4,6,4,10.96,1.26,9,Low,31-35
29,2,11.24,4.82,0,18,12,1,15.41,0.61,79,High,26-30
35,6,9.75,4.11,4,3,22,5,11.95,1.59,62,Medium,31-35
25,3,5.09,8.54,2,6,5,0,7.26,0.64,1,Low,20-25
21,2,5.78,6.88,7,16,12,9,6.99,0.14,66,Medium,20-25
21,14,4.41,4.35,1,10,5,5,5.61,0.4,44,Medium,20-25
32,7,12.09,6.9,2,5,14,2,15.76,0.82,51,Medium,31-35
43,2,9.52,4.73,5,12,7,2,11.26,1.82,58,Medium,41-45
34,6,7.17,4.16,2,11,10,6,11.86,0.83,77,High,31-35
21,17,5.26,4.58,6,4,9,3,9.63,0.18,38,Medium,20-25
26,10,8.84,7.88,5,9,8,4,11.24,0.39,53,Medium,26-30
22,10,9.25,7.78,1,10,3,5,11.77,1.09,50,Medium,20-25
27,16,11.02,7.02,7,8,14,9,13.33,0.36,74,High,26-30
42,5,13.7,5.05,6,12,3,5,15.07,0.13,96,High,41-45
33,7,8.35,7.69,2,2,23,1,9.48,1.43,22,Low,31-35
43,0,8.06,6.04,6,16,14,2,10.87,1.57,66,Medium,41-45
42,9,7.7,6.55,7,17,20,0,12.47,1.7,21,Low,41-45
41,18,12.27,8.49,1,4,9,2,16.94,1.69,28,Low,41-45
26,2,5.56,6.29,6,15,13,7,9.8,0.76,56,Medium,26-30
40,3,7.44,7.13,4,15,24,3,10.95,1.47,49,Medium,36-40
26,10,11.25,8.81,3,10,5,1,15.67,1.17,34,Low,26-30
20,14,4.16,6.26,4,3,15,3,7.22,0.05,15,Low,20-25
36,0,6.89,6.8,5,8,24,6,8.61,0.8,46,Medium,36-40
28,8,10.41,6.92,7,14,11,8,14.15,0.11,72,High,26-30
